For all members,,,,,,,,,,,,,For industry members only,,,,,,,,,,,,
Name (ZH),Name (EN MT),Common name (EN),Common name (ZH),Tier (ZH),Tier (EN),Original order within tier,Type,Website,Crunchbase URL,"Location (City, Province)",Location (City-level),Location (Provincial Level),Estimated Size,Estimated Focus,Industry Affiliations,AI Product/Service Category,Key products,State-owned?,Not Chinese,Public company,Exchange,Ticker,Notes,,Extracted 3/26/20 from http://aiiaorg.cn/index.php?m=alliance&c=index&a=structure
天博电子信息科技有限公司,"Tianbo Electronic Information Technology Co., Ltd.",CETC Tianbo,天博,普通会员单位,ordinary members,302,Industry,http://www.22tianbo.com/,n/a,"Qingdao, Shandong",Qingdao,Shandong,Medium,Diversified,"Software, Electronics",n/a,Digital Infrastructure,Yes,No,No,,,Wholly subsidiary of The 22nd Research Institute of China Electronics Technology Group Corporation; http://www.tianbomm.com/about.php?cid=1 ,,
江西昌河汽车有限责任公司,"Jiangxi Changhe Automobile Co., Ltd.",Changhe Auto,昌河汽车,普通会员单位,ordinary members,39,Industry,https://www.changheauto.com/,n/a,"Jingdezhen, Jiangxi",Jingdezhen,Jiangxi,Small/startup,Diversified,Automobiles,n/a,Automobiles,Yes,No,No,,,,,
四川长虹佳华信息产品有限责任公司,"Sichuan Changhong Jiahua Information Products Co., Ltd.",Changhong Jiahua Holdings,长虹佳华,普通会员单位,ordinary members,107,Industry,http://www.duolayouhuo.com/ch_show/ch_index.html,https://www.crunchbase.com/organization/changhong-jiahua-holdings,"Mianyang, Sichuan",Mianyang,Sichuan,Medium,Diversified,"Information Technology, Information and Communications Technology (ICT), Electronics",n/a,Information and Communications Technology ,Yes,No,Yes,HKSE,3991,,,
长沙智能制造研究总院有限公司,"Changsha Intelligent Manufacturing Research Institute Co., Ltd.",Changsha Intelligent Manufaturing Research Institute,长沙智能制造研究总院,普通会员单位,ordinary members,71,Government,http://www.cimr.ac.cn/,n/a,"Changsha, Hunan",Changsha,Hunan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,Jointly established by China Electronics Information Industry Group and Changsha Municipal Government,,
山东超动智能科技有限公司,"Shandong Chaodong Intelligent Technology Co., Ltd.",Chao Dong Zhi Neng,超动智能,普通会员单位,ordinary members,84,Industry,sdchaodong.com/,n/a,"Linyi, Shandong",Linyi,Shandong,Small/startup,Diversified,"Software, Hardware, Computer",n/a,Computers,No,No,No,,,"Can't access company's website

https://xin.baidu.com/company_detail_10025749888733?rq=es&pd=ee&from=ps",,
北京猎豹移动信息科技有限公司,"Beijing Cheetah Mobile Information Technology Co., Ltd.",Cheetah Mobile,猎豹移动,普通会员单位,ordinary members,208,Industry,https://www.cmcm.com/zh-CN/,https://www.crunchbase.com/organization/cheetah-mobile-2,Beijing,Beijing,Beijing,Small/startup,Diversified,"Developer Tools, Internet, Mobile, Security, Software",n/a,Mobile applications,No,No,No,,,,,
成都市两化融合企业联盟,Chengdu Two Industrialization Convergence Enterprise Alliance,Chengdu Enterprise Integration Alliance,成都市两化融合企业联盟,理事单位,board members,103,Government,n/a,n/a,"Chengdu, Sichuan",Chengdu,Sichuan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,Established by Chengdu city's Urban Economy and Information Technology Commission http://news.sina.com.cn/o/2013-04-12/025926801404.shtml http://www.cdsia.org.cn/view.php?tid=1925&cid=48,,
成都准星云学科技有限公司,"Chengdu Zhunxing Yunxue Science and Technology Co., Ltd.",Chengdu Zhunxing Yunxue TechnologY,准星云学,理事单位,board members,54,Industry,n/a,n/a,"Chengdu, Sichuan",Chengdu,Sichuan,Small/startup,Focused on AI,"Internet, education",Data Storage and Processing,data processing services in the education sector,No,No,No,,,https://www.itjuzi.com/company/34206; http://webcache.googleusercontent.com/search?q=cache:i40fbvBFtnsJ:special.zhaopin.com/pagepublish/25713458/index.html+&cd=1&hl=en&ct=clnk&gl=us ,,
易启科技（吉林省）有限公司,"Yiqi Technology (Jilin Province) Co., Ltd.",China 17 Tech,易启科技,普通会员单位,ordinary members,224,Industry,http://www.china17tech.com/,n/a,"Changchun, Jilin",Changchun,Jilin,Medium,Focused on AI,"Software, information technology",Business Solutions,Industry solutions,No,No,No,,,,,
中国医学装备协会,China Medical Equipment Association,China Association of Medical Equipment,中国医学装备协会,理事单位,board members,115,Government,http://www.yxzb.org.cn/,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,A business unit of Ministry of Health,,
神州龙芯智能科技有限公司,"Shenzhou Godson Intelligent Technology Co., Ltd.",China CPU,神州龙芯,普通会员单位,ordinary members,170,Industry,http://www.china-cpu.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,"Software, Information technology",n/a,CPU,Yes,No,No,,,,,
中国电子信息产业集团有限公司,"China Electronics and Information Industry Group Co., Ltd.",China Electronics Corporation,中国电子,副理事长单位,vice chairs of the board,23,Industry,https://www.cec.com.cn/,https://www.crunchbase.com/organization/china-electronics-corporation-cec,Beijing,Beijing,Beijing,Big,Diversified,Electronics,n/a,Network security and information technology,Yes,No,No,,,,,
华夏幸福基业股份有限公司,"China Fortune Foundation Co., Ltd.",China Fortune Land Development,华夏幸福,理事单位,board members,58,Industry,https://www.cfldcn.com/about/,n/a,"Hefei, Anhui",Hefei,Anhui,Big,Diversified,"Real estate, Investment services",n/a,New Industry Cities,No,No,Yes,SSE,600340,,,
无锡微纳产业发展有限公司,"Wuxi Weinar Industry Development Co., Ltd.",China IoT International Innovation Park,中国物联网国际创新园,普通会员单位,ordinary members,237,Industry,http://iot-park.com/Index/index.html,n/a,"Wuxi, Jiangsu",Wuxi,Jiangsu,Medium,Diversified,Management and construction,n/a,Industrial park construction and services,Yes,No,No,,,https://baike.baidu.com/item/无锡微纳产业发展有限公司/20079663?fr=aladdin,,
中国移动通信集团有限公司,"China Mobile Communications Group Co., Ltd.",China Mobile,中国移动,副理事长单位,vice chairs of the board,8,Industry,https://www.chinamobileltd.com/sc/global/home.php,https://www.crunchbase.com/organization/china-mobile,Beijing,Beijing,Beijing,Big,Diversified,"Mobile, Telecommunications, Wireless",n/a,Communications,Yes,No,Yes,HK,941,Also listed on NYSE,,
中国机械工业国际合作咨询服务中心中国服务机器人应用及推广联盟,China Machinery Industry International Cooperation Consulting Service Center China Service Robot Application and Promotion Alliance,China National Machinery Consultant International,中国服务机器人应用及推广联盟,理事单位,board members,110,Government,http://www.cmci.com.cn/lmjj.asp,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
国铁吉讯科技有限公司,"Guotie Jixun Technology Co., Ltd.","China Railway Gecent Technology Co.,Ltd",国铁吉讯,理事单位,board members,186,Industry,http://www.crgecent.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,"Construction, Wi-Fi",n/a,"Electric multiple unit train Wi-Fi platforms, high-speed train Wi-Fi platform",Yes,No,No,, ,Is owned by China Railway Investment Co. which is a SOE http://autonews.gasgoo.com/70014859.html,,
中证信用云科技（深圳）股份有限公司,"CSI Credit Cloud Technology (Shenzhen) Co., Ltd.",China Securities Credit Technology,中证信用云,普通会员单位,ordinary members,190,Industry,https://xinyongyun.com/,n/a,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,Financial service,n/a,Personal credit evaluation system,No,No,No,,,"Subsidiary of China Securities Credit Investment Co., Ltd (中证信用增进股份有限公司)",,
中国电信集团公司,China Telecom Corporation,China Telecom,中国电信,副理事长单位,vice chairs of the board,13,Industry,https://www.chinatelecomglobal.com/,https://www.crunchbase.com/organization/china-telecom-corporation,Beijing,Beijing,Beijing,Big,Diversified,"Information Services, Internet, Mobile, Telecommunications",n/a,"Telecommunications, mobile services",Yes,No,Yes,NYSE; HK,"CHA; 728, 558",,,
中国联合网络通信有限公司,"China United Network Communications Co., Ltd",China Unicom,中国联通,副理事长单位,vice chairs of the board,21,Industry,http://www.chinaunicom.com/,https://www.crunchbase.com/organization/china-unicom#section-overview,Beijing,Beijing,Beijing,Big,Diversified,"Internet, Mobile, News, Telecommunications, Wireless",n/a,Telecommunications,Yes,No,Yes,NYSE; HK; SSE,CHA; 762; 600050,,,
中新广州知识城开发建设办公室,Sino-Singapore Guangzhou Knowledge City Development and Construction Office,China-Singapore Guangzhou Knowledge City,中新广州知识城,理事单位,board members,73,Industry,http://www.ssgkc.com.cn,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Medium,Diversified,"Consulting, Technology, Enyerprise services",n/a,"Technological innovation, city development, intellectual property rights, talent exchange and training and investment promotion",No,No,No,,,50-50 joint-venture company established by Guangzhou Development District Administrative Committee (GDDAC) and CapitaLand.,,
浙江中之杰智能系统有限公司,"Zhejiang Zhongzhijie Intelligent System Co., Ltd.",Chinajey,中之杰,普通会员单位,ordinary members,4,Industry,https://www.chinajey.com/,n/a,"Ningbo, Zhejiang",Ningbo,Zhejiang,Small/startup,Diversified,"Information Technology, Computer, Software",n/a,Digital transformation solutions,No,No,No,,,,,
北京中软国际信息技术有限公司,"Beijing China Soft International Information Technology Co., Ltd.",Chinasoft International,中软国际,理事单位,board members,165,Industry,http://www.chinasofti.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Information technology,n/a,Information technology,No,No,Yes,HKSE,354,,,
中国指挥与控制学会,Chinese command and control society,Chinese Institute of Command and Control,中国指挥与控制学会,理事单位,board members,154,Government,http://www.c2.org.cn/,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
成都启英泰伦科技有限公司,"Chengdu Qiying Tailun Technology Co., Ltd.",ChipIntelli,启英泰伦,理事单位,board members,166,Industry,http://www.chipintelli.com/,https://www.crunchbase.com/organization/chipintelli,"Chengdu, Sichuan",Chengdu,Sichuan,Small/startup,Focused on AI,"Artificial Intelligence, Natural Language Processing, Software",AI Chips,AI Speech Recognition Chip,No,No,No,,,,,
重庆盟讯电子科技有限公司,"Chongqing Mengxun Electronic Technology Co., Ltd.",Chongqing Unication Electronic Technology,盟讯科技,普通会员单位,ordinary members,21,Industry,http://www.cquni.com/,n/a,"Chongqing, Sichuan",Chongqing,Sichuan,Medium,Diversified,"Electronics, Mobile, IoT, Internet",n/a,"IoT, Internet of Vehicles, intelligent communication and electronic intelligent manufacturing",Yes,No,No,,,,,
创泽智能机器人股份有限公司,"Chuangze Intelligent Robot Co., Ltd.",Chuangze Information & Technology,创泽智能机器人,普通会员单位,ordinary members,127,Industry,http://www.chuangze.cn/,https://www.crunchbase.com/organization/shandong-chuangze-information-technology#section-overview,"Rizhao, Shandong",Rizhao,Shandong,Small/startup,Focused on AI,"Robotics, Software",Service Robots,Intelligent AI robot solutions,No,No,No,,,,,
广州智能装备研究院有限公司,"Guangzhou Intelligent Equipment Research Institute Co., Ltd.",CIEI,广州智能装备研究院,普通会员单位,ordinary members,77,Industry,n/a,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Diversified,"Export-import, Sales of robots",n/a,Sales of robots,Yes,No,No,,,https://xin.baidu.com/company_detail_34104416942770,,
中国检验检疫学会,China Inspection and Quarantine Society,CITS,中国检验检疫学会,普通会员单位,ordinary members,227,Government,http://www.cits.ac.cn/,n/a,Unknown,Unknown,Unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,Is under the direct management of the State Administration for Market Regulation and under the guidance and supervision of the Ministry of Civil Affairs.,,
中视科华有限公司,"China Television Kehua Co., Ltd.",CITVC Kehua,中视科华,理事单位,board members,171,Industry,http://www.mediacctv.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Media,n/a,Media,Yes,No,No,,,Is affiliated to China Central Television and a technology management company affiliated to China International Television Corporation,,
深圳达闼科技控股有限公司,"Shenzhen Dashen Technology Holdings Co., Ltd.",CloudMinds,达闼科技,副理事长单位,vice chairs of the board,10,Industry,https://www.en.cloudminds.com/,https://www.crunchbase.com/organization/cloudminds,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,"Artificial Intelligence, Cloud Computing, Computer, Machine Learning, Robotics, Software",Service Robots,Cloud intelligent robot operators,No,No,No,,,https://www.scmp.com/tech/big-tech/article/3092969/robotics-start-cloudminds-returns-china-after-us-sanctions-hurt-its,,
云华互动网络科技（上海）有限公司,"Yunhua Interactive Network Technology (Shanghai) Co., Ltd.",CloudOne,云华互动,普通会员单位,ordinary members,247,Industry,http://yunhuahudong.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Multimedia services,n/a,Marketing,No,No,No,,,,,
重庆中科云丛科技有限公司,"Chongqing Zhongke Yuncong Technology Co., Ltd.",CloudWalk Technology,云从科技,理事单位,board members,102,Industry,https://www.cloudwalk.cn/,https://www.crunchbase.com/organization/cloudwalk-technology#section-overview,Chongqing,Chongqing,Chongqing,Medium,Focused on AI,"Artificial Intelligence, Facial Recognition, Information Technology, Machine Learning",Facial Recognition,"Facial recognition terminals, facial scanning door entry and infrared binoculars scanning machines",No,No,No,,,,,
中电海康集团有限公司,"CLP Haikang Group Co., Ltd.",CLP Haikang,中电海康,理事单位,board members,11,Industry,http://www.cethik.com/about.aspx?c_kind=6&c_kind2=26,https://www.crunchbase.com/organization/cethik#section-overview,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Big,Diversified,Electronics,n/a,Safety electronics ,Yes,No,No,,,"Subsidiary of the state-owned (China Electronics Technology Group (中国电子科技集团)). 
Owns 2 public companies: Hikvision 海康威视（SSE: 002415）and Phenix Optical Co Ltd 凤凰光学（SSE: 600071）",,
北京翰海星云科技有限公司,"Beijing Hanhai Xingyun Technology Co., Ltd.",Clustar,星云,普通会员单位,ordinary members,93,Industry,https://www.clustarai.com/,https://www.crunchbase.com/organization/clustar#section-overview,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Cloud Computing, Robotics",Business Solutions,AI computing platform service ,No,No,No,,,,,
中海油信息科技有限公司,"CNOOC Information Technology Co., Ltd.",CNOOC IT,海油信科,普通会员单位,ordinary members,317,Industry,n/a,n/a,Beijing,Beijing,Beijing,Big,Diversified,Science and technology services,n/a,"Electric power quipment, oil pipeline maintenance",Yes,No,No,,,,,
武汉库柏特科技有限公司,"Wuhan Cooper Technology Co., Ltd.",COBOT,库柏特,普通会员单位,ordinary members,261,Industry,http://www.cobotsys.com/,https://www.crunchbase.com/organization/cobot-bbd4,"Wuhan, Hubei",Wuhan,Hubei,Small/startup,Focused on AI,"Artificial Intelligence, Industrial, Operating Systems, Robotics",Industrial Robots,Intelligent robot manipulation systems,No,No,No,,,,,
便利蜂商贸有限公司,Convenient Bee Trading Company,Convenient Bee,便利蜂,理事单位,board members,60,Industry,https://www.bianlifeng.com/,https://www.crunchbase.com/organization/bianlifeng,Tianjin,Tianjin,Tianjin,Small/startup,Diversified,"Consumer, Retail, Snack Food",n/a,Cashier-free convenience store and smart snack machine,No,No,No,,,,,
宇龙计算机通信科技（深圳）有限公司,"Yulong Computer Communication Technology (Shenzhen) Co., Ltd.",Coolpad,宇龙通信,理事单位,board members,142,Industry,https://coolpad.us,https://www.crunchbase.com/organization/coolpad,Shenzhen,Shenzhen,Shenzhen,Medium,Diversified,"Telecommunications, IoT, Mobile",n/a,Telecommunications,No,No,No,,,,,
